,loan_id,account_id,loan_date,amount,duration,payments,status,birth_number,client_district,account_district,frequency,account_date,card_type,name,region,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,unemploymant rate '96 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes '95 ,no. of commited crimes '96 ,trans_date_min,trans_date_max,trans_amount_min,trans_amount_max,trans_amount_mean,trans_amount_std,trans_amount_last,trans_balance_min,trans_balance_max,trans_balance_mean,trans_balance_std,trans_balance_last,trans_type_n_credit,trans_type_n_withdrawal,operation_n_credit_cash,operation_n_collection_from_another_bank,operation_n_withdrawal_in_cash,operation_n_remittance_to_another_bank,operation_n_credit_card_withdrawal,operation_n_interest_credited
485,6687,8261,930913,87840,24,3660,1.0,805216,13,13,monthly issuance,930512,none,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,930512,930909,51.3,32938.0,9496.929411764706,11685.306672792369,22000.0,500.0,65847.8,46318.55294117648,20670.97738216307,43847.8,14,3,2,4,3,0,0,8
487,6694,8316,950319,134784,24,5616,1.0,405511,70,70,monthly issuance,940604,none,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,940604,950307,12.2,58800.0,9329.634545454544,13721.584769303872,4900.0,900.0,112839.2,44005.11272727274,25288.200975246633,16218.7,30,25,13,0,25,0,0,17
489,6696,8321,940509,89040,60,1484,1.0,705125,77,77,monthly issuance,930412,none,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,930412,940507,14.6,15843.0,3441.2045977011485,4366.932331604856,800.0,800.0,46550.2,30045.399999999998,8832.079278613892,29305.8,44,43,18,0,35,8,0,26
490,6698,8327,960310,247728,48,5161,1.0,790619,1,1,weekly issuance,950808,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,950808,960309,30.0,57900.0,12112.076,16019.555910461182,2539.0,200.0,108390.1,60054.73400000001,23168.339445014884,52551.7,23,27,11,0,21,6,0,12
491,6699,8330,940330,7656,24,319,1.0,625903,48,48,monthly issuance,930328,none,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,930328,940323,9.2,31677.0,6436.609876543208,8882.850638725233,12800.0,600.0,73069.1,46444.63950617286,12923.560345495733,36353.1,36,45,14,0,37,8,0,22
492,6704,8377,950601,417060,60,6951,1.0,615914,29,29,monthly issuance,931120,none,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,931120,950531,14.6,52700.0,10583.993243243243,13221.566345908823,14.6,200.0,127508.6,58445.027027027056,25817.73541355227,80978.7,41,33,22,0,25,8,0,19
494,6712,8405,951014,266220,60,4437,1.0,655217,20,20,monthly issuance,940510,none,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,940510,951012,14.6,33190.0,5581.281249999997,8132.15306585096,5200.0,900.0,66744.4,34922.881249999984,11836.447603426754,38159.6,53,91,21,0,52,39,0,32
495,6715,8411,960506,220620,60,3677,1.0,435815,20,20,monthly issuance,941202,none,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,941202,960430,14.6,33096.0,6331.021874999999,8321.42954948708,14.6,1100.0,70272.7,36907.456249999996,14352.078379313041,26428.9,54,74,3,17,50,24,0,34
496,6721,8475,940121,21072,24,878,1.0,645809,17,4,monthly issuance,930908,none,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,930908,940106,48.5,9738.0,3164.473333333334,3558.243512598931,2600.0,1100.0,33467.0,21575.68666666666,9070.837344626276,30867.0,13,2,7,0,2,0,0,6
497,6725,8489,950623,265320,36,7370,1.0,485828,51,19,monthly issuance,930918,none,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,930918,950610,14.6,26409.0,5332.347972972972,6730.371534826187,7000.0,700.0,61993.3,35566.88108108107,9992.57311449955,35289.8,64,84,24,0,67,17,0,40
498,6726,8492,950903,85860,60,1431,1.0,556020,2,2,monthly issuance,940629,none,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,940629,950831,5.0,16713.0,3377.427083333332,4267.503685059407,14.6,1000.0,44713.5,30461.404166666678,7824.866629042196,39366.8,47,49,19,0,40,9,0,28
500,6729,8519,940811,74688,12,6224,1.0,455126,23,23,monthly issuance,930402,none,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,930402,940806,14.6,56019.0,11551.496428571432,14678.192726356308,13711.0,1100.0,104902.4,48484.62410714285,20930.650934412955,28933.3,49,63,1,16,51,12,0,32
502,6732,8533,960919,174048,48,3626,1.0,525216,47,47,monthly issuance,951010,none,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,951010,960913,14.6,49461.0,13503.12608695652,15365.636958310697,10800.0,600.0,127067.6,72968.3811594203,23455.92726432901,54140.4,38,31,22,0,31,0,0,16
503,6734,8547,960530,173016,36,4806,1.0,455223,14,14,weekly issuance,950717,none,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,950717,960526,30.0,62700.0,13519.828723404255,15523.362090411545,25600.0,300.0,123928.2,61799.24361702124,26512.878935391018,88331.6,47,47,29,0,47,0,0,18
504,6736,8558,940614,288360,60,4806,1.0,351215,1,1,issuance after transaction,940227,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,940227,940531,8.7,27116.0,8585.039999999999,10828.034868104594,137.1,800.0,58495.8,33211.759999999995,16686.231188764257,43450.3,8,2,4,0,2,0,0,4
505,6737,8564,950311,76680,24,3195,1.0,490107,68,68,monthly issuance,930912,none,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,930912,950308,14.6,57554.0,9877.504195804198,13960.8137138744,5483.0,1000.0,104676.1,62933.4748251748,21005.680291887616,27191.2,53,90,2,17,64,26,0,34
506,6738,8566,940929,230220,36,6395,-1.0,426109,74,74,monthly issuance,931008,none,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,931008,940907,4.9,59800.0,7188.8524390243865,11907.150170092847,8894.0,-2719.7,130801.0,27658.487804878067,29524.489997327957,6325.5,38,44,17,0,25,19,0,21
507,6745,8625,950410,47304,24,1971,1.0,710803,64,64,monthly issuance,931110,none,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,931110,950404,14.6,59900.0,13867.846706586832,15898.237073611941,29500.0,400.0,148093.0,68740.02335329348,30916.763221258978,62458.3,76,91,42,0,77,14,0,34
510,6751,8680,960714,85716,36,2381,1.0,380503,17,17,monthly issuance,960212,none,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,960212,960711,52.5,21430.0,7206.1578947368425,7472.799439695034,15900.0,800.0,52782.7,31337.25789473685,12288.06300721313,36516.9,15,4,2,5,4,0,0,8
515,6764,8776,950826,33984,48,708,1.0,720804,64,64,monthly issuance,940824,none,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,940824,950819,14.6,20196.0,4598.144285714286,6177.986560891913,10300.0,600.0,55077.5,38587.76000000001,9896.492445941623,44465.4,36,34,14,0,34,0,0,22
517,6785,8899,951225,125340,60,2089,1.0,440615,1,1,weekly issuance,940905,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,940905,951212,30.0,49974.0,9686.67244094488,12382.239564082493,3713.0,500.0,110933.4,51145.51574803151,22705.18278242659,19007.0,57,70,29,0,57,13,0,28
521,6805,8972,961221,45024,48,938,1.0,575504,70,70,monthly issuance,960521,none,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,960521,961217,14.6,31636.5,7779.815384615385,10082.311518630262,17800.0,800.0,63659.3,41994.90769230771,13151.510254347311,38384.3,20,19,8,0,13,6,0,12
522,6808,8982,941012,227880,36,6330,1.0,556104,64,64,monthly issuance,930925,none,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,930925,941009,14.6,64600.0,8156.793975903611,12748.960868820617,8552.0,1100.0,153213.7,45134.72168674696,29551.483054320095,53716.6,45,38,21,0,38,0,0,24
523,6810,9006,960608,186384,48,3883,1.0,590129,40,40,weekly issuance,940902,none,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,940902,960531,30.0,60600.0,11952.684210526313,14945.74025539939,73.1,700.0,129557.3,61578.30157894749,27339.88746857486,21033.8,82,108,40,0,89,19,0,42
524,6816,9017,960326,100224,48,2088,-1.0,575201,70,70,monthly issuance,951122,none,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,951122,960321,26.5,18792.0,4932.616666666667,6475.813647288793,15100.0,700.0,46487.1,28124.93333333333,9838.648370404879,31387.1,15,3,2,4,3,0,0,9
525,6817,9024,961004,70656,48,1472,1.0,520726,1,1,monthly issuance,960105,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,960105,961001,14.6,26080.0,5188.33962264151,6795.179222868213,7100.0,600.0,55343.2,32646.850943396235,12948.761537492877,22476.1,29,24,11,0,20,4,0,18
526,6818,9030,961212,155616,48,3242,1.0,715410,72,72,monthly issuance,950121,none,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,950121,961211,14.6,36960.0,4895.974418604649,7083.509780228527,14600.0,200.0,75294.1,44197.50988372092,11044.494392196431,60694.1,70,102,26,0,66,36,0,44
528,6820,9034,931216,38148,12,3179,1.0,655122,1,1,monthly issuance,930628,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,930628,931214,9.9,32706.0,8369.555172413793,9759.339780933156,9115.0,900.0,62324.6,37462.093103448286,13293.431805243708,47725.8,18,11,2,6,7,4,0,10
531,6836,9093,940803,189300,60,3155,1.0,531205,58,47,monthly issuance,930616,none,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,930616,940731,14.6,28413.0,5114.498039215686,7367.507477302955,14.6,800.0,61043.3,32354.031372549012,12250.079572479322,24552.0,42,60,16,0,42,18,0,26
532,6841,9104,940807,172080,48,3585,1.0,575305,10,10,monthly issuance,940121,none,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,940121,940731,14.6,45518.0,11368.769047619046,13061.291435354411,14.6,200.0,119138.8,60743.95714285715,21110.31187474146,58209.4,25,17,12,0,17,0,0,13
540,6863,9188,930728,127080,60,2118,1.0,360602,45,45,monthly issuance,930208,none,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,930208,930721,48.6,19065.0,5417.458333333334,6209.075791824673,12000.0,800.0,49590.4,30060.95416666668,11520.18445104369,20272.8,15,9,2,5,6,3,0,8
541,6865,9199,960911,29448,12,2454,-1.0,471021,72,72,monthly issuance,960515,none,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,960515,960906,63.8,22090.0,8271.872727272728,8209.303107827229,14727.0,800.0,43790.6,28977.436363636363,11482.495155433136,43790.6,9,2,1,4,2,0,0,4
547,6876,9236,931221,86616,12,7218,1.0,610928,11,11,monthly issuance,930818,none,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,930818,931216,29.8,17859.0,5323.546666666666,6131.066304470171,11100.0,800.0,48353.1,25714.046666666665,11715.975172745155,37253.1,12,3,6,0,3,0,0,6
551,6888,9265,940711,39576,12,3298,1.0,805502,32,1,monthly issuance,930204,none,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,930204,940705,14.6,49603.0,8275.283478260868,12121.786317067897,9493.0,300.0,103467.2,48944.827826086956,26896.8541402657,23901.1,53,62,21,0,39,23,0,32
552,6895,9307,940919,41904,12,3492,1.0,740708,70,68,monthly issuance,930124,none,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,930124,940916,0.8,51700.0,6720.900699300696,11103.838953247088,3500.0,900.0,129123.0,36080.386713286716,20303.817120135827,39204.7,63,80,26,0,50,30,0,37
553,6903,9337,940604,52128,24,2172,1.0,595717,11,30,monthly issuance,930913,none,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,930913,940531,0.1,44473.0,6031.725352112675,10259.06155693894,14.6,144.2,59944.2,33459.68028169013,20087.36502977943,58844.8,39,32,13,0,32,0,0,26
556,6919,9403,940805,120888,36,3358,1.0,445420,1,1,weekly issuance,930327,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,930327,940804,30.0,49200.0,9301.089583333334,12837.166208708044,11100.0,600.0,116468.4,40838.75520833332,21557.464543439626,52014.4,36,60,21,0,48,12,0,15
557,6921,9422,961029,86184,12,7182,1.0,406204,70,70,monthly issuance,960306,none,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,960306,961028,14.6,64642.0,16523.60238095238,18334.08771901484,18346.0,300.0,128146.0,59935.271428571425,24799.97403787278,43157.5,16,26,1,8,20,6,0,7
561,6929,9472,950508,36396,12,3033,1.0,720403,76,1,weekly issuance,930706,none,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,930706,950506,30.0,51700.0,11730.83987341772,14169.09453544535,5119.0,800.0,125887.5,57977.03481012657,25051.25763785537,45480.6,56,102,34,0,83,19,0,22
563,6933,9493,950909,188688,48,3931,1.0,655723,64,64,monthly issuance,950402,none,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,950402,950906,14.6,35378.0,10873.772727272726,11652.687583606004,3592.0,400.0,71255.7,42203.17272727273,20050.27841673887,23579.7,12,10,2,5,9,1,0,5
566,6940,9510,961122,228276,36,6341,1.0,610803,1,1,monthly issuance,960609,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,960609,961110,14.6,22288.0,7186.860000000001,6934.937153921592,14859.0,500.0,60236.6,41402.134999999995,14856.81419017355,53707.9,13,7,8,0,7,0,0,5
568,6944,9548,961115,46176,48,962,1.0,661103,62,62,monthly issuance,960607,none,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,960607,961112,64.5,18109.0,8573.594117647057,7770.54445144214,700.0,1000.0,54705.1,33613.10588235293,13279.637852717908,38725.1,11,6,7,0,5,1,0,4
570,6949,9583,951212,104712,24,4363,1.0,706007,31,31,weekly issuance,940522,none,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,940522,951211,30.0,48996.0,12019.660185185186,12231.304609128872,13386.0,300.0,119752.3,52379.12870370369,25655.51365409269,30115.3,50,58,34,0,47,11,0,16
571,6950,9591,950411,104712,24,4363,1.0,441212,74,74,monthly issuance,930520,none,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,930520,950410,14.6,56400.0,11980.312565445032,14364.412594887304,200.0,400.0,147603.2,57357.84345549748,27075.74205832393,25947.2,72,119,50,0,97,22,0,22
572,6955,9627,951122,244368,48,5091,1.0,700402,65,65,issuance after transaction,940722,none,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,940722,951119,100.0,57200.0,17859.127083333333,16593.038369456037,5700.0,200.0,143453.3,75924.2409722223,25561.827684429158,86194.1,64,80,49,0,80,0,0,15
575,6960,9640,950111,76416,24,3184,1.0,370902,1,1,monthly issuance,930313,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,930313,950110,14.6,28659.0,6527.337254901959,7187.344549036415,4087.0,8686.4,64494.1,31375.160784313728,11990.873356406239,12262.9,57,96,13,22,60,36,0,22
576,6961,9645,960606,176148,36,4893,1.0,636120,38,38,monthly issuance,960123,none,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,960123,960531,34.9,34881.0,17599.438461538462,16180.601025947628,209.3,1100.0,83783.4,47154.5,21431.237856261745,53592.6,9,4,1,4,4,0,0,4
578,6965,9656,950613,139536,24,5814,1.0,415913,61,61,monthly issuance,931114,none,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,931114,950607,12.2,53200.0,14454.311515151518,14738.935054260468,7400.0,800.0,151546.9,63889.87393939401,30644.157075754654,36472.9,67,98,48,0,81,17,0,19
582,6985,9731,951122,113796,36,3161,1.0,711009,54,54,issuance after transaction,941201,none,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,941201,951110,100.0,28446.0,6453.251388888889,7747.196574663439,3500.0,500.0,58022.1,36840.57361111111,11410.835423144199,34054.0,25,47,2,12,31,16,0,11
583,6986,9750,950211,151728,48,3161,-1.0,760623,74,74,monthly issuance,940516,none,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,940516,950210,0.8,48906.0,8289.664912280701,11105.905784914155,2300.0,-669.7,82784.6,30491.098245614015,24000.12499806356,26488.7,28,29,14,0,29,0,0,14
584,6992,9790,960727,133968,48,2791,1.0,430530,52,52,monthly issuance,951109,classic,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,951109,960714,14.6,60800.0,9939.873417721517,13990.238926963151,993.0,200.0,117458.5,46772.31518987341,22590.104308053575,34729.5,23,56,15,0,32,24,0,8
585,6995,9814,960926,96168,12,8014,1.0,725812,64,64,weekly issuance,950119,none,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,950119,960925,24.8,53500.0,8240.56174496644,12084.179197330239,14700.0,600.0,138010.1,50492.688590603946,21691.134254741817,3609.3,84,65,27,0,65,0,0,57
586,6996,9828,950413,126600,24,5275,1.0,390227,47,11,monthly issuance,930520,none,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,930520,950410,14.6,47472.0,11683.987878787882,13027.081046792453,21000.0,400.0,94043.3,47118.99318181818,17179.81146303782,48720.6,46,86,1,23,86,0,0,22
587,6998,9833,940521,97632,12,8136,1.0,685907,21,20,monthly issuance,930724,none,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,930724,940520,14.6,73224.0,15218.433846153843,18894.430454876085,16800.0,1100.0,119900.1,53379.127692307724,22871.826586869844,41330.1,20,45,1,10,33,12,0,9
589,7004,9869,950315,331560,60,5526,1.0,801123,2,12,monthly issuance,930821,none,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,930821,950314,14.6,33276.0,7321.519327731091,8600.083043472507,12400.0,900.0,71924.6,36941.99831932773,11038.409511529931,47992.1,40,79,22,0,51,28,0,18
590,7008,9897,950922,36168,12,3014,1.0,610819,1,1,monthly issuance,950304,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,950304,950917,14.6,27122.0,6931.622222222222,7543.7218236514345,3000.0,300.0,63738.0,39063.76666666667,14039.273386590507,29138.1,15,21,2,7,13,8,0,6
591,7013,9928,960802,89340,60,1489,1.0,716112,60,60,monthly issuance,951109,none,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,951109,960731,14.6,17313.0,4646.670454545455,4927.551265509375,14.6,500.0,54628.1,40005.48181818184,10876.871704682686,42227.6,20,24,11,0,19,5,0,9
592,7034,10001,960711,19044,36,529,1.0,745405,24,24,monthly issuance,950528,none,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,950528,960706,14.2,24126.0,6600.440579710144,7968.704626524918,16084.0,600.0,64981.1,43121.75507246376,10532.784888113652,50167.6,29,40,16,0,40,0,0,13
594,7036,10019,960925,194940,36,5415,1.0,641030,8,8,monthly issuance,950615,none,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,950615,960914,1.3,58700.0,12668.317582417583,14653.067368367265,4700.0,600.0,138172.6,56669.787912087864,35314.5278448429,34212.3,38,53,23,0,53,0,0,15
600,7055,10079,940406,167100,60,2785,1.0,705117,62,62,monthly issuance,930506,none,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,930506,940401,14.6,49980.0,14332.407594936705,15463.915000179031,12300.0,1100.0,143605.7,63707.62658227849,26493.59158887542,39310.2,33,46,22,0,46,0,0,11
601,7057,10093,951020,231696,36,6436,1.0,730530,1,1,weekly issuance,940701,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,940701,951010,30.0,60566.0,10683.372222222222,14357.999950024454,7300.0,800.0,108575.3,45873.61666666672,20926.369442514395,39874.7,34,92,3,16,57,35,0,15
602,7061,10105,940827,121896,24,5079,1.0,650307,55,55,monthly issuance,930428,none,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,930428,940821,14.6,64900.0,13230.344086021503,14728.30063356629,15500.0,600.0,133454.9,54422.59677419359,21910.827556377593,41917.2,39,54,24,0,54,0,0,15
603,7066,10131,940502,215388,36,5983,-1.0,591217,39,1,monthly issuance,931127,none,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,931127,940430,18.0,49757.0,6110.860000000001,12682.024781432068,139.3,1000.0,50757.0,32702.726666666666,10504.310470160513,30662.8,10,5,3,0,5,0,0,7
611,7097,10266,931223,75624,24,3151,-1.0,581207,54,54,monthly issuance,930610,none,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,930610,931217,50.5,49887.0,13406.739130434782,16670.612597942283,13500.0,400.0,89754.8,50009.90869565218,20688.41804888367,41954.8,15,8,6,0,8,0,0,9
613,7101,10297,961118,421008,48,8771,1.0,530601,14,14,monthly issuance,960119,none,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,960119,961114,14.6,31540.0,8521.962,8470.089548544527,4800.0,600.0,72330.4,37436.421999999984,12359.209052004047,31168.0,22,28,13,0,22,6,0,9
614,7104,10320,931213,259740,60,4329,1.0,790316,68,68,monthly issuance,930711,none,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,930711,931210,75.3,38960.0,13038.088235294117,12382.578149404224,12414.0,800.0,79633.5,45198.15294117648,19487.23966632132,67219.5,10,7,1,5,6,1,0,4
618,7121,10364,931110,21924,36,609,1.0,600820,55,55,monthly issuance,930117,none,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,930117,931107,14.6,21739.5,5957.544444444446,6350.493803475428,14493.0,1100.0,60432.4,34272.21333333335,10171.031845987452,49083.3,21,24,12,0,19,5,0,9
621,7130,10411,961211,123408,24,5142,1.0,641014,39,39,issuance after transaction,951123,gold,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,951123,961209,67.5,46000.0,5789.864615384616,8424.775584760231,1807.0,700.0,85626.9,28359.255384615382,17185.36385469143,8357.1,25,40,13,0,16,24,0,12
622,7136,10436,960928,54396,36,1511,1.0,390727,60,60,monthly issuance,960321,none,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,960321,960918,14.6,11244.0,3853.8260869565224,3544.9116534981117,1500.0,800.0,42308.8,30293.708695652185,10625.946392927808,36208.8,14,9,9,0,9,0,0,5
623,7137,10439,940603,151560,24,6315,1.0,530505,66,66,monthly issuance,931121,none,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,931121,940601,14.6,56835.0,16935.55357142857,16721.85853963657,15993.0,300.0,97912.7,53976.29285714283,22844.00616457968,21323.2,13,15,1,6,14,1,0,6
624,7138,10440,950703,60000,60,1000,1.0,461015,45,72,monthly issuance,930913,none,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,930913,950630,14.6,11049.0,2567.8445255474444,2858.432589748313,82.9,400.0,39393.9,24643.283941605838,5853.928886719555,16893.2,48,89,27,0,55,34,0,21
626,7142,10451,941219,482940,60,8049,-1.0,765521,1,1,monthly issuance,930829,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,930829,941213,7.8,21056.0,4060.6807692307675,5196.212009001896,4653.0,900.0,57707.2,26358.7546153846,9885.477724726501,18439.4,56,74,26,0,40,34,0,30
629,7154,10520,961205,417600,60,6960,1.0,701012,55,55,issuance after transaction,951024,gold,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,951024,961203,100.0,36305.0,8159.970588235291,12246.063165534473,4500.0,200.0,87052.1,43196.74411764705,18631.358322644723,58638.6,21,13,8,0,9,0,4,13
631,7166,10630,950624,198240,24,8260,1.0,560218,41,41,monthly issuance,950115,none,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,950115,950614,43.0,19455.0,7546.887500000001,6388.8658227549795,9300.0,300.0,51947.2,30953.143750000003,13022.421614480605,35344.2,11,5,7,0,4,1,0,4
636,7176,10663,951028,260028,36,7223,1.0,761125,11,11,monthly issuance,931208,none,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,931208,951014,14.6,65008.0,12514.357142857149,15539.996466279013,4782.0,200.0,124900.7,50676.81987577646,20993.62804538802,69850.9,47,114,4,22,79,35,0,21
639,7189,10728,960321,154656,48,3222,1.0,561128,71,71,monthly issuance,941223,none,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,941223,960317,14.6,28994.0,6653.895505617976,7561.852818948153,4500.0,1000.0,61782.0,31791.328089887662,10868.943277490947,37180.5,32,57,3,15,47,10,0,14
640,7192,10738,941221,115992,36,3222,1.0,370517,31,45,weekly issuance,930417,none,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,930417,941210,5.4,60600.0,6214.3740157480315,9741.38835789027,8042.0,200.0,107692.0,25666.40708661417,17591.055950194852,9669.5,46,81,26,0,49,32,0,20
641,7194,10762,960917,68832,36,1912,1.0,590701,1,1,monthly issuance,951023,none,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,951023,960912,14.6,28353.0,7828.981132075471,8816.190668376881,1500.0,700.0,61939.6,37557.05471698113,12288.790411270784,51540.7,24,29,14,0,23,6,0,10
